OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,ROAD_SEC_CLASS,SECTION_ID,SEC_LENGTH,ROUTE_NO,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,MaxBRHT,MaxPierHT,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUNICIPAL,RECOMMEND,REMARKS,created_user,created_date,last_edited_user,last_edited_date
5676,Visayas,Region VI,Iloilo,Iloilo City District Engineering Office,ILOILO CITY (LONE DISTRICT),"Sen. Benigno S. Aquino, Jr. Ave",Primary,S00494PN,2259,5,158,B00501PN,Iloilo Br.,144,Concrete,permanent,Year Known,2013,Good,2,8,4.05,7.9,9,50,40,20,0,0,1.6,1.68,8,0.012308,River/Waterway (fresh water),SAN RAFAEL,MANDURRIAO,Major Maint - Repair Damage,"NEWLY WIDENED BRIDGE, OLD PORTION OF BRIDGE WERE RETROFFITED BUT THE PIER SECTION WAS NOT INCLUDED, THEREFORE IT WAS RECOMMENDED THAT THE PIER OF THE BRIDGE WILL BE RETROFITTED FOR SAFETY PURPOSES",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5677,Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,NEGROS OCCIDENTAL (SIXTH DISTRICT),Bacolod South Rd (Kabankalan-Hinobaan Section),Secondary,S00224NR,123871,712,53348,B00238NR,Bongogon Br.,50,Concrete,permanent,Year Known,1998,Good,2,2,5.7,4,3,9.52,40,20,0,0,0.72,0.72,2,0,River/Waterway (fresh water),INAYAUAN,CAUAYAN,"RM - Bridge Deck Sweep, Clean",Regular sweeping and clearing of bridge deck,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5678,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Anini-y-Tobias Fornier Rd,Secondary,S00403PN,41642,525,7302,B00407PN,Panabigan Br.,26,Concrete,permanent,Year Known,2011,Good,2,0,8.5,0,1,9.7,40,20,0,0,0.73,0.72,2,0.037736,River/Waterway (fresh water),PANABIGAN,ANINI-Y,"RM - Bridge Deck Sweep, Clean","1.00 mm cracks on concrete bridge deck, repair cracks with concrete epoxy injection on cracks,",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5679,Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,ILOILO (THIRD DISTRICT),Lambunao-INCA Rd,Tertiary,S00158PN,13070,0,1958,B00007PN,Pajo Br.,123,Concrete,permanent,Year Known,1994,Good,2,6,8.2,6.1,7,9.45,40,15,0,0,1.05,1.05,2,0,River/Waterway (fresh water),Pajo,Lambunao,"RM - Bridge Deck Sweep, Clean",Cleaning & Sweeping of bridge deck slab.Newly Repair/Rehab. of bridge funded unded GAA 2020.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5680,Visayas,Region VII,Bohol,Bohol 2nd District Engineering Office,BOHOL (SECOND DISTRICT),Jct (LIR) Buenavista-Carmen-Danao-Jetafe Rd,Tertiary,S00102BH,31451,0,21742,B00154BH,Bago Creek Br. 1,14,Concrete,permanent,Year Known,2010,Good,2,0,9,0,1,9.55,47,20,0,0,0.8,0.8,2,0,River/Waterway (fresh water),Bago,Buenavista,Routine Maintenance - Other,Bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5681,Visayas,Region VI,Capiz,Capiz 1st District Engineering Office,CAPIZ (FIRST DISTRICT),Iloilo East Coast-Capiz Rd,Secondary,S00273PN,54442,505,26981,B00248PN,Maclos Br.,9,Concrete,permanent,Year Known,1974,Good,2,0,4.7,0,1,17.75,40,15,0,0,0.45,0.45,4,0,River/Waterway (fresh water),JOLONGAJOG,"PONTEVEDRA,CAPIZ","RM - Bridge Deck Sweep, Clean",ROUTINE MAINTENANCE REQUIRED,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5682,Visayas,Region VI,Aklan,Aklan District Engineering Office,AKLAN (FIRST & SECOND DISTRICT),Aklan East Rd,Secondary,S00322PN,47587,503,40068,B00289PN,Pupos Br.,8,Concrete,permanent,Year Known,1972,Fair,2,0,3.4,0,1,9.58,0,20,0,0,1.05,1.05,2,0.138365,Estuary (Salt Water),Pupos,Altavas,RM - Concrete Component Repair,Sloped protection on Abutment B has severe damaged.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5683,Luzon,Region V,Catanduanes,Catanduanes District Engineering Office,CATANDUANES (LONE DISTRICT),Catanduanes Cir Rd,Secondary,S00016CN,67195,650,60840,B00042CN,Marcos Br.,136,Concrete,permanent,Year Known,1974,Fair,2,4,13.82,11.53,5,8.29,40,15,0,0,0.48,0.48,2,0.184303,River/Waterway (fresh water),Sto. Domingo,Virac,RM - Concrete Component Repair,WITH REBAR EXPOSURE AT GIRDER,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5684,Visayas,Region VII,Cebu,Cebu 1st District Engineering Office,CEBU (FOURTH DISTRICT),Antonio y De Pio H-way,Secondary,S00186CB,31791,820,13271,B00632CB,Maraat Br.,26,Concrete,permanent,Year Known,2014,Good,2,0,5.84,0,1,9.52,35,20,0,0,1.1,1.1,2,0,Sea (Exposed),VICTORIA,SAN REMIGIO,"RM - Bridge Deck Sweep, Clean",Newly completed strengthening/retrofitting of bridge.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5685,Visayas,Region VI,Negros Occidental,Negros Occidental Sub-District Engineering Office,NEGROS OCCIDENTAL (FIRST DISTRICT),Bacolod North Rd,Primary,S00425NR,68996,7,61002,B00188NR,Sta. Cruz Br.,12,Concrete,permanent,Year Known,1993,Fair,2,0,4.55,0,1,9.48,36,18,0,0,1.04,1.08,2,0.050314,Estuary (Salt Water),Sta. Cruz,San Carlos City,Major Maint-Protective Measure,Bridge Widened FY2019. Ravelling of asphalt surface.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5686,Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,CAPIZ (SECOND DISTRICT),Mambusao-Imbug Rd,Tertiary,S00306PN,6989,0,3241,B00023PN,Agtabuan Br.,18,Concrete,permanent,Year Known,1967,Fair,2,2,6.5,2.21,3,8.38,13,15,0,0,0.5,0.5,2,0.07438,River/Waterway (fresh water),Bula,Mambusao,Major Maint - Repair Damage,Bridge is retrofitted under F.Y. 2019 GAA and widened under the FY 2018 GAA. Asphalt overlay & waterproofing of deck is recommended.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5687,Visayas,Region VI,Negros Occidental,Negros Occidental 2nd District Engineering Office,NEGROS OCCIDENTAL (FIFTH DISTRICT),Vallehermoso-Canlaon City-La Castellana Rd,Secondary,S00189NR,23499,709,18171,B00203NR,Bi-ak na Bato Br.,40,Concrete,permanent,Year Known,2013,Good,2,0,9.06,0,1,9.4,43,20,0,0,0.76,0.76,2,0,River/Waterway (fresh water),Bi-ak na Bato,La Castellana,"RM - Bridge Deck Sweep, Clean",The bridge is 1 span PSCG.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5688,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Iloilo-Antique Rd,Secondary,S00338PN,158222,501,131145,B00362PN,Quiabanan Br.,35,Concrete,permanent,Year Known,2002,Fair,2,0,5.78,0,1,9.56,27,0,0,0,0.8,0.8,2,0.132075,River/Waterway (fresh water),Quiabanan,Sebaste,Major Maintenance - Other,Cracks on concrete bridge deck. Repair cracks with concrete epoxy injection.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5689,Visayas,Region VI,Iloilo,Iloilo 3rd District Engineering Office,ILOILO (FIFTH DISTRICT),Balasan-Carles Rd,Tertiary,S00229PN,12578,0,1472,B00102PN,Balanti-an Br.,30,Steel,permanent,Year Known,1980,Poor,2,0,7,0,1,9.45,25,20,0,0,0.69,0.69,2,0.371069,Estuary (Salt Water),BALANTI-AN,BALASAN,Major Maint-Protective Measure,"BRIDGE IS IN FAIR CONDITION , REPAIR DAMAGE ON DEFECTS NOTED, ROUTINE AND MAJOR MAINTENANCE",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5690,Luzon,Region V,Sorsogon,Sorsogon 2nd District Engineering Office,SORSOGON (SECOND DISTRICT),Irosin-Sn Roque-Bulusan Lake Rd,Tertiary,S03768LZ,12144,0,1797,B00185LZ,Tabon-Tabon Br.,18,Concrete,permanent,Post 1970,1970,Good,2,2,4.9,2.8,3,8.33,50,15,0,0,0.42,0.41,2,0,River/Waterway (fresh water),Tabon-tabon,Irosin,"RM - Bridge Deck Sweep, Clean",Newly Constructed Bridge,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5691,Visayas,Region VI,Negros Occidental,Negros Occidental 1st District Engineering Office,NEGROS OCCIDENTAL (THIRD DISTRICT),Bacolod-Murcia-DS Benedicto-Sn Carlos City Rd,Primary,S00009NR,21558,69,12029,B00301NR,Tayum-an Br.,67,Steel,permanent,Year Known,1994,Fair,2,2,11.8,13.4,3,8.37,15,18,0,0,0.83,0.84,2,0.132231,River/Waterway (fresh water),Canlandog,Murcia,"RM - Concrete, Deck Repair",SCALING/SPALLING & CRACK @ DECK,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5692,Luzon,Region V,Catanduanes,Catanduanes District Engineering Office,CATANDUANES (LONE DISTRICT),Catanduanes Cir Rd,Secondary,S00014CN,55809,650,46163,B00016CN,Bordang Br.,72,Concrete,permanent,Year Known,1985,Fair,2,1,10.39,7.37,2,9.38,50,15,0,0,0.72,0.72,2,0.103448,River/Waterway (fresh water),Roxas,Viga,Major Maint-Protective Measure,MAJOR SCALING OF DECK SLAB,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5693,Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,NEGROS OCCIDENTAL (SIXTH DISTRICT),Bacolod South Rd (Kabankalan-Hinobaan Section),Secondary,S00224NR,123871,712,45591,B00543NR,Magambac Br.,9,Concrete,permanent,Year Known,2018,Good,2,0,2.8,0,1,9.4,47,0,0,0,1,1,2,0,River/Waterway (fresh water),Lina-on,City of Kabankalan,"RM - Bridge Deck Sweep, Clean",The bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5694,Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,ILOILO (THIRD DISTRICT),Iloilo-Capiz Rd (Old Route),Secondary,S00216PN,37694,512,36869,B00066PN,Ulian Br.,123,Steel,permanent,Year Known,1982,Fair,2,3,10,8.2,4,8.19,28,15,0,0,0.42,0.42,2,0.073118,River/Waterway (fresh water),Maribong,Calinog,"RM - Bridge Deck Sweep, Clean",Cleaning and Sweeping of bridge deck. Repainting of bridge components and reapir damged expansion joints.Provide scour protection on pier 3 to prevent from futher scouring. piles already exposed.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5695,Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,BOHOL (THIRD DISTRICT),Loay Interior Rd,Secondary,S00077BH,48434,852,19046,B00230BH,Cabacnitan Br.,9,Concrete,permanent,Year Known,2015,Good,2,0,3.14,0,1,9.56,45,0,0,0,0.76,0.76,2,0,River/Waterway (fresh water),Cabacnitan,Bilar,RM - Bridge Waterways Cleaning,Bridge is in GOOD Condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5696,Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,CAPIZ (SECOND DISTRICT),Iloilo-Capiz Rd (New Route),Primary,S00254PN,42086,5,6015,B00228PN,Lapgupan Br. 1,7,Concrete,permanent,Year Known,1972,Good,2,0,4.1,0,1,15.64,17,20,0,0,0,0,4,0,River/Waterway (fresh water),Poblacion Ilaya,Dumarao,Upgrading - Widening,Widening of existing bridge is recommended since the road that was passing this bridge was already widened into 4-lanes.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5697,Visayas,Region VI,Aklan,Aklan District Engineering Office,AKLAN (SECOND DISTRICT),Aklan West Rd (Kalibo-Nabas),Secondary,S00480PN,48842,502,41589,B00511PN,Tigum Br.,16,Concrete,permanent,Year Known,2014,Good,2,0,0,0,1,0,0,0,0,0,0,0,2,0.333333,Not Specified,0,0,"RM - Bridge Deck Sweep, Clean",Newly widened,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5698,Luzon,Region V,Masbate,Masbate 1st District Engineering Office,MASBATE (FIRST DISTRICT),Sn Fernando South Rd,Secondary,S00008TC,7570,660,2242,B00002TC,Clemente Br.,27,Steel,permanent,Year Known,2017,Good,2,0,6.85,0,1,9.42,40,3,0,0,0.66,0.66,2,0.037736,Estuary (Salt Water),Ressurrecion,San Fernando,Routine Maintenance - Other,Recently constructed bridge (GAA 2017).,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5699,Visayas,Region VII,Cebu,Cebu 1st District Engineering Office,CEBU (FOURTH DISTRICT),Antonio y De Pio H-way,Secondary,S00186CB,31791,820,15953,B00020CB,Kinawahan Br.,40,Steel,permanent,Year Known,2008,Fair,2,0,8.73,0,1,9.1,20,20,0,0,0.7,0.7,2,0.339623,Sea (Exposed),Kinawahan,San Remegio,Major Maint-Protective Measure,Vibration is observed when a heavy truck or fast moving car passed thru the bridg,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5700,Visayas,Region VI,Negros Occidental,Negros Occidental Sub-District Engineering Office,NEGROS OCCIDENTAL (FIRST DISTRICT),Bacolod North Rd,Primary,S00425NR,68996,7,6763,B00177NR,Danao Br.,66,Concrete,permanent,Year Known,1968,Fair,2,4,8.4,8.35,5,12.06,10,18,0,0,1.55,1.54,2,0.134039,River/Waterway (fresh water),Mabini,Escalante City,Major Maintenance - Other,ON-GOING WIDENING CY2018,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5701,Visayas,Region VI,Capiz,Capiz 2nd District Engineering Office,CAPIZ (SECOND DISTRICT),Iloilo-Capiz Rd (Old Route),Tertiary,S00280PN,29080,0,14488,B00260PN,Malitbug Br. 2,32,Concrete,permanent,Year Known,1995,Fair,2,2,9.6,6.4,3,9.7,28,20,0,0,0.7,0.7,2,0.052342,River/Waterway (fresh water),Duran,Dumalag,Major Maint - Repair Damage,"Cracks at span 3 deck slab bottom, damaged scour protection at piers & spalling at Abutment 2 were noted. Bridge deck is overlayed.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5702,Visayas,Region VI,Negros Occidental,Negros Occidental 2nd District Engineering Office,NEGROS OCCIDENTAL (FIFTH DISTRICT),Isabela-Libas Negros Occ. Bdry Rd,Tertiary,S00374NR,21592,0,11895,B00378NR,Libas-Panaquiao Br.,166,Steel,permanent,Year Known,2006,Fair,2,2,3.8,3.5,3,9,39,20,0,0,0.8,0.8,2,0.033058,River/Waterway (fresh water),LIBAS,ISABELA,Major Maint - Repair Damage,The bridge constructed 3 spans with steel through truss and concrete deck slab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5703,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Iloilo-Antique Rd,Secondary,S00338PN,158222,501,151278,B00375PN,Cabilawan Br.,24,Concrete,permanent,Year Known,1984,Good,2,0,6.3,0,1,9.56,15,15,0,0,0.8,0.8,2,0,River/Waterway (fresh water),Centro Norte,Pandan,"RM - Concrete, Deck Repair",Cracking on concrete bridge deck. Repair with concrete epoxy injection.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5704,Luzon,Region V,Masbate,Masbate 3rd District Engineering Office,MASBATE (THIRD DISTRICT),Masbate-Cataingan-Placer Rd,Secondary,S00007MT,78163,662,29716,B00095MT,G. Aliño Br.,9,Concrete,permanent,Year Known,2016,Good,2,0,4.5,0,1,9.54,45,20,0,0,0.76,0.76,2,0,River/Waterway (fresh water),G. Aliño,Dimasalang,"RM - Bridge Deck Sweep, Clean",This bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5705,Visayas,Region VI,Iloilo,Iloilo 3rd District Engineering Office,ILOILO (FIFTH DISTRICT),Ajuy-Jamul-awon-Concepcion Rd,Tertiary,S00239PN,6343,0,4284,B00223PN,Fuente Bunglas Br.,45,Concrete,permanent,Year Known,1975,Fair,2,2,5.8,5.85,3,9.55,30,0,0,0,0.74,0.74,2,0.134986,River/Waterway (fresh water),PUENTE BUNGLAS,AJUY,Major Maint-Protective Measure,"BRIDGE IS IN FAIR CONDITION,ROUTINE AND MAJOR MAINTAINANCE",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5706,Visayas,Region VI,Iloilo,Iloilo 1st District Engineering Office,ILOILO (FIRST DISTRICT),Guimbal-Tubungan Rd,Tertiary,S00104PN,12597,0,6170,B00166PN,Camangahan Br.,151,Concrete,permanent,Year Known,2011,Good,2,4,10.2,8.95,5,9.54,48,20,0,0,0.76,0.76,2,0,River/Waterway (fresh water),Camangahan,Guimbal,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5707,Visayas,Region VII,Bohol,Bohol 2nd District Engineering Office,BOHOL (SECOND DISTRICT),Tagbilaran North Rd (Tagbilaran-Jetafe Sect),Secondary,S00104BH,49892,850,8666,B00162BH,Maubid Br.,21,Concrete,permanent,Year Known,1990,Good,2,2,5.6,5,3,9.48,19,20,0,0,0.96,1.01,2,0,Estuary (Salt Water),Cangawa,Buenavista,Routine Maintenance - Other,Bridge is still serviceable.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5708,Luzon,Region V,Sorsogon,Sorsogon District Engineering Office,SORSOGON (FIRST DISTRICT),Juban-Magallanes Rd,Tertiary,S03779LZ,15212,0,10116,B00368LZ,Bacalon Br.,16,Concrete,permanent,Post 1970,1978,Poor,2,0,4.73,0,1,7.83,16,10,0,0,0.78,0.75,2,0.490566,River/Waterway (fresh water),Bacalon,Magallanes,Major Maint - Repair Damage,"Cracks on deck, main member and secondary member of span 1 were noted., Water leakage and deterioration of pourable joint sealant were noted on expansion jopints along Abutment 1 and 2.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5709,Luzon,Region V,Catanduanes,Catanduanes District Engineering Office,CATANDUANES (LONE DISTRICT),Catanduanes Cir Rd,Secondary,S00016CN,67195,650,29037,B00080CN,Barihay Br.,23,Concrete,permanent,Year Known,2014,Fair,2,0,4.75,0,1,9.5,50,20,0,0,0.77,0.77,2,0.062893,River/Waterway (fresh water),BARIHAY,SAN ANDRES,Major Maint - Repair Damage,with cracks at the bottom deck slab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5710,Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,BOHOL (THIRD DISTRICT),Tagbilaran East Rd (Tagbilaran-Jagna),Secondary,S00078BH,92564,850,90433,B00239BH,Palo Br.,27,Concrete,permanent,Year Known,2019,Good,2,2,5.3,3.91,3,10.16,40,20,0,0,1.1,1.1,2,0,Sea (Exposed),Palo,Loay,RM - Bridge Component Painting,Bridge is in GOOD Condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5711,Visayas,Region VI,Negros Occidental,Negros Occidental 4th District Engineering Office,NEGROS OCCIDENTAL (FOURTH DISTRICT),Jct Murcia-Cansilayan-Damsite-Abuanan-Bago City Rd,Tertiary,S00168NR,9502,0,8629,B00368NR,Quezon Br.,151,Concrete,permanent,Year Known,2005,Good,2,4,19.6,14.8,5,8.52,30,15,0,0,0.73,0.73,2,0,River/Waterway (fresh water),Atipuluan,Bago City, ,Newly retrofitted & rehabilitated under CY 2019 GAA,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5712,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Bugasong-Valderrama Rd,Tertiary,S00405PN,13852,0,9970,B00442PN,Palaypay Br.,37,Steel,permanent,Year Known,2008,Fair,2,0,8.43,0,1,9.36,27,20,5.3,0,0.7,0.7,2,0.09434,River/Waterway (fresh water),PALAYPAY,VALDERAMA,Routine Maintenance - Other,"Cracks of 0.60 mm on concrete bridge deck with 66.43% missing steel railings on both sides, apply concrete epoxy injection on cracks and replace steel railings.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5713,Visayas,Region VI,Negros Occidental,Negros Occidental 2nd District Engineering Office,NEGROS OCCIDENTAL (FIFTH DISTRICT),Vallehermoso-Canlaon City-La Castellana Rd,Secondary,S00189NR,23499,709,879,B00199NR,Antulan Br.,15,Concrete,permanent,Year Known,2010,Fair,2,0,4.2,0,1,9.44,41,20,0,0,1.06,1.06,2,0.157233,Other,Robles,La Castellana,"RM - Bridge Deck Sweep, Clean",The bridge was widen under FY 2020 GAA project,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5714,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Iloilo-Antique Rd,Secondary,S00338PN,158222,501,41286,B00318PN,Belison Br.,24,Concrete,permanent,Year Known,1985,Good,2,2,6.3,5,3,8.5,15,0,0,0,0.7,0.7,2,0,Estuary (Salt Water),POBLACION,BELISON,Major Maint - Repair Damage,No noted defect during inspection.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5715,Luzon,Region V,Masbate,Masbate 2nd District Engineering Office,MASBATE (SECOND DISTRICT),Masbate-Milagros Rd,Secondary,S00015MT,25205,664,8969,B00088MT,Usab Br.,18,Concrete,permanent,Year Known,2012,Good,2,0,3.7,0,1,9.5,10,20,0,0,1,1,2,0.018868,River/Waterway (fresh water),Usab,Masbate,RM - Bridge Component Painting,Minor defects noted,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5716,Visayas,Region VI,Iloilo,Iloilo 2nd District Engineering Office,ILOILO (THIRD DISTRICT),Cabatuan-New Lucena-Banga-Bante Rd,Tertiary,S00433PN,8735,0,839,B00447PN,balic,26,Concrete,permanent,Year Known,1994,Good,2,0,6,0,1,9.4,43,15,0,0,1.05,1.05,2,0.018868,River/Waterway (fresh water),Balic,Cabatuan,"RM - Bridge Deck Sweep, Clean",Sweeping and Cleaning of bridge deck slab. Repainting of bridge components.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5717,Visayas,Region VI,Iloilo,Iloilo 1st District Engineering Office,ILOILO (FIRST DISTRICT),Iloilo-Antique Rd,Secondary,S00076PN,63253,501,42643,B00139PN,Dapuyan Br.,31,Steel,permanent,Year Known,1968,Good,2,1,4.6,3,2,8.7,50,18,0,0,0.45,0.45,2,0,River/Waterway (fresh water),Dapuyan,San Joaquin,"RM - Bridge Deck Sweep, Clean",Recently widened.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5718,Visayas,Region VII,Bohol,Bohol 2nd District Engineering Office,BOHOL (SECOND DISTRICT),Tagbilaran North Rd (Tagbilaran-Jetafe Sect),Secondary,S00096BH,13695,850,4422,B00216BH,Bacani Br.,15,Concrete,permanent,Year Known,2014,Good,2,0,0,0,1,9.54,46,0,0,0,0,0,2,0,Not Specified,0,Clarin,Routine Maintenance - Other,Bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5719,Luzon,Region V,Sorsogon,Sorsogon District Engineering Office,SORSOGON (FIRST DISTRICT),Daang Maharlika (LZ),Primary,S03732LZ,60586,1,34375,B00341LZ,Cawayan Br.,158,Concrete,permanent,Post 1970,1977,Poor,2,4,9.75,9.11,5,17.9,18,20,0,0,0.9,0.9,4,0.380952,River/Waterway (fresh water),Guinlajon,Sorsogon City,Major Maintenance - Other,"Water leakage on expansion joint along abutment 1 and pier 1, 2, 3 & 4 were noted. With completed retrofitting work at span 1 of old bridge. Newly widedned (2lanes to 4 lanes) bridge",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5720,Visayas,Region VI,Negros Occidental,Negros Occidental 1st District Engineering Office,NEGROS OCCIDENTAL (SECOND & THIRD DISTRICT),Bacolod North Rd,Primary,S00406NR,58258,7,2843,B00143NR,Matagoy Br.,15,Concrete,permanent,Year Known,1950,Fair,2,0,6.58,0,1,13.49,40,18,0,0,1,0.74,4,0.09434,Estuary (Salt Water),Poblacion,Silay City,Routine Maintenance - Other,NEWLY RETROFITTED CY - 2016,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5721,Luzon,Region V,Catanduanes,Catanduanes District Engineering Office,CATANDUANES (LONE DISTRICT),Catanduanes Cir Rd,Secondary,S00015CN,79196,650,30579,B00067CN,Tokyo Br.,99,Concrete,permanent,Year Known,2008,Poor,2,2,6,5.8,3,9.3,25,0,0,0,0.75,0.75,2,0.22314,Not Specified,Tokyo,Pandan,Major Maintenance - Replace,WITH REBAR EXPOSURES IN 2 SPANS-SLAB,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5722,Visayas,Region VII,Bohol,Bohol 3rd District Engineering Office,BOHOL (THIRD DISTRICT),Tagbilaran East Rd (Tagbilaran-Jagna),Secondary,S00078BH,92564,850,61645,B00058BH,Anas Br.,7,Concrete,permanent,Year Known,1973,Good,2,0,6.5,0,1,9.45,35,20,0,0,0,0,2,0,River/Waterway (fresh water),Anas,Valencia,RM - Concrete Component Repair,Bridge is in GOOD Condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5723,Visayas,Region VI,Negros Occidental,Negros Occidental 3rd District Engineering Office,NEGROS OCCIDENTAL (SIXTH DISTRICT),Kabankalan Jct Salong-Tapi-Dacongcogon-Bantayan Rd,Tertiary,S00180NR,44448,0,14992,B00205NR,Balabago Br.,10,Concrete,permanent,Year Known,1977,Good,2,0,4.91,0,1,8.36,40,20,0,0,0.45,0.45,2,0,River/Waterway (fresh water),Salong,Kabankalan City,"RM - Bridge Deck Sweep, Clean","Bridge is in Good Condition, it was retrofitted last FY 2016.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
5724,Visayas,Region VI,Antique,Antique District Engineering Office,ANTIQUE (LONE DISTRICT),Bugasong-Valderrama Rd,Tertiary,S00405PN,13852,0,8524,B00439PN,Canipayan Br.,42,Steel,permanent,Year Known,2008,Fair,2,0,10.65,0,1,9.39,27,0,0,0,0.72,0.7,2,0.150943,River/Waterway (fresh water),CANIPAYAN,VALDERAMA,Routine Maintenance - Other,"Cracks on concrete bridge deck with 58 % missing railings on both sides, repair cracks with epoxy injection and replace railings.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
